Gene_Name	Num_Events	APA_ID	Transcript	Gene	Chr	LastExon.Start	LastExon.End	Strand	UTR3.Start	UTR3.End	Length	simB5.PAU	simB4.PAU	simB3.PAU	simB2.PAU	simB1.PAU	simA5.PAU	simA4.PAU	simA3.PAU	simA2.PAU	simA1.PAU
PTGS1	2	ENSG00000095303.17_2_D	L00000362012.7	ENSG00000095303.17	chr9	122392188	122396703	+	122392544	122396703	4159	56.659	59.602	51.33	54.828	59.105	54.81	56.82	57.088	56.283	58.035
PTGS2	2	ENSG00000073756.13_1_D	L00000680451.1	ENSG00000073756.13	chr1	186670790	186674762	-	186670790	186674352	3562	17.957	18.917	15.727	17.889	21.144	86.074	83.704	90.206	92.823	85.824
PTGS2	2	ENSG00000073756.13_2_P	L00000680451.1	ENSG00000073756.13	chr1	186671790	186674762	-	186671790	186674352	2562	82.043	81.083	84.273	82.111	78.856	13.926	16.296	9.794	7.177	14.176
PTH	2	ENSG00000152266.7_1_D	L00000529816.1	ENSG00000152266.7	chr11	13491098	13492666	-	13491098	13492404	1306	43.987	46.355	44.278	46.152	43.188	20.74	19.588	18.658	18.188	18.06
PTH	2	ENSG00000152266.7_2_P	L00000529816.1	ENSG00000152266.7	chr11	13492098	13492666	-	13492098	13492404	306	56.013	53.645	55.722	53.848	56.812	79.26	80.412	81.342	81.812	81.94
PTK2B	2	ENSG00000120899.18_1_P	L00000397501.5	ENSG00000120899.18	chr8	27458293	27459390	+	27458509	27459390	881	52.469	52.807	57.84	50.041	58.519	54.797	55.14	47.309	50.144	52.265
PTK2B	2	ENSG00000120899.18_2_D	L00000397501.5	ENSG00000120899.18	chr8	27458293	27460390	+	27458509	27460390	1881	47.531	47.193	42.16	49.959	41.481	45.203	44.86	52.691	49.856	47.735
PTK6	2	ENSG00000101213.7_1_D	L00000542869.3	ENSG00000101213.7	chr20	63527000	63529723	-	63527000	63529535	2535	69.079	63.948	70.107	60.178	71.025	33.736	31.227	29.689	28.771	32.055
PTK6	2	ENSG00000101213.7_2_P	L00000542869.3	ENSG00000101213.7	chr20	63528000	63529723	-	63528000	63529535	1535	30.921	36.052	29.893	39.822	28.975	66.264	68.773	70.311	71.229	67.945
PTOV1	2	ENSG00000104960.15_1_P	L00000391842.5	ENSG00000104960.15	chr19	49860267	49860733	+	49860279	49860733	454	69.817	68.957	70.002	72.221	72.26	70.904	69.871	72.452	70.797	69.307
PTOV1	2	ENSG00000104960.15_2_D	L00000391842.5	ENSG00000104960.15	chr19	49860267	49861733	+	49860279	49861733	1454	30.183	31.043	29.998	27.779	27.74	29.096	30.129	27.548	29.203	30.693
PTPA	2	ENSG00000119383.21_1_P	L00000337738.6	ENSG00000119383.21	chr9	129147386	129148945	+	129147464	129148945	1481	67.935	69.956	69.486	67.454	65.147	36.552	29.788	35.039	36.806	32.953
PTPA	2	ENSG00000119383.21_2_D	L00000337738.6	ENSG00000119383.21	chr9	129147386	129149945	+	129147464	129149945	2481	32.065	30.044	30.514	32.546	34.853	63.448	70.212	64.961	63.194	67.047
PTPDC1	2	ENSG00000158079.16_1_P	L00000375360.7	ENSG00000158079.16	chr9	94107827	94109856	+	94107944	94109856	1912	89.222	87.725	88.205	87.498	88.433	0	8.85	4.244	5.394	4.011
PTPDC1	2	ENSG00000158079.16_2_D	L00000375360.7	ENSG00000158079.16	chr9	94107827	94110856	+	94107944	94110856	2912	10.778	12.275	11.795	12.502	11.567	100	91.15	95.756	94.606	95.989
PTPN1	2	ENSG00000196396.10_1_P	L00000371621.5	ENSG00000196396.10	chr20	50582691	50585241	+	50582715	50585241	2526	74.23	74.578	74.721	75.709	73.208	23.047	21.102	29.139	29.813	28.152
PTPN1	2	ENSG00000196396.10_2_D	L00000371621.5	ENSG00000196396.10	chr20	50582691	50586241	+	50582715	50586241	3526	25.77	25.422	25.279	24.291	26.792	76.953	78.898	70.861	70.187	71.848
PTPN18	2	ENSG00000072135.13_1_P	L00000175756.10	ENSG00000072135.13	chr2	130373156	130375405	+	130373224	130375405	2181	44.562	49.296	46.256	49.712	44.654	46.343	41.063	42.758	54.252	50.962
PTPN18	2	ENSG00000072135.13_2_D	L00000175756.10	ENSG00000072135.13	chr2	130373156	130376405	+	130373224	130376405	3181	55.438	50.704	53.744	50.288	55.346	53.657	58.937	57.242	45.748	49.038
PTPN5	2	ENSG00000110786.18_1_D	L00000396170.5	ENSG00000110786.18	chr11	18726929	18729027	-	18726929	18728933	2004	100	100	100	100	100	49.453	53.093	48.195	51.557	52.483
PTPN5	2	ENSG00000110786.18_2_P	L00000396170.5	ENSG00000110786.18	chr11	18727929	18729027	-	18727929	18728933	1004	0	0	0	0	0	50.547	46.907	51.805	48.443	47.517
PTPN9	2	ENSG00000169410.10_1_D	L00000618819.5	ENSG00000169410.10	chr15	75462250	75468983	-	75462250	75468768	6518	54.267	63.826	68.003	63.776	54.254	60.147	59.392	56.001	57.758	62.618
PTPN9	2	ENSG00000169410.10_2_P	L00000618819.5	ENSG00000169410.10	chr15	75463250	75468983	-	75463250	75468768	5518	45.733	36.174	31.997	36.224	45.746	39.853	40.608	43.999	42.242	37.382
PTPRF	2	ENSG00000142949.17_1_P	L00000359947.9	ENSG00000142949.17	chr1	43621934	43623666	+	43622003	43623666	1663	87.292	87.107	86.885	87.818	88.092	7.254	0	0	10.149	16.21
PTPRF	2	ENSG00000142949.17_2_D	L00000359947.9	ENSG00000142949.17	chr1	43621934	43624666	+	43622003	43624666	2663	12.708	12.893	13.115	12.182	11.908	92.746	100	100	89.851	83.79
PTPRK	2	ENSG00000152894.15_1_D	L00000368226.9	ENSG00000152894.15	chr6	127967784	127970280	-	127967784	127970226	2442	58.587	60.78	48.911	53.097	50.489	46.931	53.341	56.179	52.572	51.439
PTPRK	2	ENSG00000152894.15_2_P	L00000368226.9	ENSG00000152894.15	chr6	127968784	127970280	-	127968784	127970226	1442	41.413	39.22	51.089	46.903	49.511	53.069	46.659	43.821	47.428	48.561
PTPRN	2	ENSG00000054356.14_1_D	L00000409251.7	ENSG00000054356.14	chr2	219288622	219290297	-	219288622	219290225	1603	67.577	70.335	71.464	64.827	71.558	14.401	14.274	14.939	14.612	15.162
PTPRN	2	ENSG00000054356.14_2_P	L00000409251.7	ENSG00000054356.14	chr2	219289622	219290297	-	219289622	219290225	603	32.423	29.665	28.536	35.173	28.442	85.599	85.726	85.061	85.388	84.838
PTPRN2	2	ENSG00000155093.19_1_D	L00000389418.9	ENSG00000155093.19	chr7	157538055	157540785	-	157538055	157540713	2658	55.241	56.41	51.772	56.209	53.617	63.959	59.046	49.327	55.089	56.195
PTPRN2	2	ENSG00000155093.19_2_P	L00000389418.9	ENSG00000155093.19	chr7	157539055	157540785	-	157539055	157540713	1658	44.759	43.59	48.228	43.791	46.383	36.041	40.954	50.673	44.911	43.805
PTPRU	2	ENSG00000060656.20_1_P	L00000373779.8	ENSG00000060656.20	chr1	29325598	29326800	+	29325661	29326800	1139	82.418	81.868	81.493	81.904	82.676	30.96	16.4	24.327	16.199	40.408
PTPRU	2	ENSG00000060656.20_2_D	L00000373779.8	ENSG00000060656.20	chr1	29325598	29327800	+	29325661	29327800	2139	17.582	18.132	18.507	18.096	17.324	69.04	83.6	75.673	83.801	59.592
PTRH1	2	ENSG00000187024.15_1_D	L00000419060.5	ENSG00000187024.15	chr9	127712509	127714282	-	127712509	127714099	1590	59.891	65.994	63.338	64.936	59.794	33.829	27.714	32.832	29.696	27.314
PTRH1	2	ENSG00000187024.15_2_P	L00000419060.5	ENSG00000187024.15	chr9	127713509	127714282	-	127713509	127714099	590	40.109	34.006	36.662	35.064	40.206	66.171	72.286	67.168	70.304	72.686
PTTG1	2	ENSG00000164611.13_1_P	L00000393964.1	ENSG00000164611.13	chr5	160428601	160428739	+	160428681	160428739	58	72.759	63.901	63.508	82.278	73.2	69.723	61.196	69.872	66.88	67.777
PTTG1	2	ENSG00000164611.13_2_D	L00000393964.1	ENSG00000164611.13	chr5	160428601	160429739	+	160428681	160429739	1058	27.241	36.099	36.492	17.722	26.8	30.277	38.804	30.128	33.12	32.223
PURG	2	ENSG00000172733.11_1_D	L00000475541.1	ENSG00000172733.11	chr8	31029840	31033715	-	31029840	31031738	1898	88.212	86.361	84.4	85.209	85.711	18.639	17.076	17.668	16.185	18.047
PURG	2	ENSG00000172733.11_2_P	L00000475541.1	ENSG00000172733.11	chr8	31030840	31033715	-	31030840	31031738	898	11.788	13.639	15.6	14.791	14.289	81.361	82.924	82.332	83.815	81.953
PUS1	2	ENSG00000177192.14_1_P	L00000376649.8	ENSG00000177192.14	chr12	131943538	131945896	+	131943586	131945896	2310	46.878	47.285	46.467	47.562	44.673	43.397	35.93	30.843	27.102	44.962
PUS1	2	ENSG00000177192.14_2_D	L00000376649.8	ENSG00000177192.14	chr12	131943538	131946896	+	131943586	131946896	3310	53.122	52.715	53.533	52.438	55.327	56.603	64.07	69.157	72.898	55.038
PUS7L	2	ENSG00000129317.15_1_D	L00000344862.10	ENSG00000129317.15	chr12	43717991	43730702	-	43717991	43730375	12384	43.542	44.081	43.119	47.705	43.341	100	100	100	100	100
PUS7L	2	ENSG00000129317.15_2_P	L00000344862.10	ENSG00000129317.15	chr12	43718991	43730702	-	43718991	43730375	11384	56.458	55.919	56.881	52.295	56.659	0	0	0	0	0
PXDNL	2	ENSG00000147485.13_1_D	L00000356297.5	ENSG00000147485.13	chr8	51318576	51320022	-	51318576	51319890	1314	33.134	32.453	33.139	36.801	36.342	28.128	33.354	33.304	31.53	27.868
PXDNL	2	ENSG00000147485.13_2_P	L00000356297.5	ENSG00000147485.13	chr8	51319576	51320022	-	51319576	51319890	314	66.866	67.547	66.861	63.199	63.658	71.872	66.646	66.696	68.47	72.132
PYCR3	2	ENSG00000104524.14_1_D	L00000495276.6	ENSG00000104524.14	chr8	143602209	143605882	-	143602209	143605699	3490	17.367	15.488	12.329	12.155	19.952	100	100	92.093	100	100
PYCR3	2	ENSG00000104524.14_2_P	L00000495276.6	ENSG00000104524.14	chr8	143603209	143605882	-	143603209	143605699	2490	82.633	84.512	87.671	87.845	80.048	0	0	7.907	0	0
PYDC2	1	ENSG00000253548.1_1_S	L00000518817.1	ENSG00000253548.1	chr3	191461162	191462456	+	191461456	191462456	1000	100	100	100	100	100	100	100	100	100	100
PYGB	2	ENSG00000100994.12_1_P	L00000216962.9	ENSG00000100994.12	chr20	25296369	25298012	+	25296522	25298012	1490	30.472	25.3	24.451	31.377	27.642	66.572	66.228	70.47	67.769	71.208
PYGB	2	ENSG00000100994.12_2_D	L00000216962.9	ENSG00000100994.12	chr20	25296369	25299012	+	25296522	25299012	2490	69.528	74.7	75.549	68.623	72.358	33.428	33.772	29.53	32.231	28.792
QPCT	2	ENSG00000115828.17_1_P	L00000338415.8	ENSG00000115828.17	chr2	37372681	37373322	+	37372827	37373322	495	18.795	32.922	37.199	34.711	37.915	82.681	84.293	84.059	80.636	84.18
QPCT	2	ENSG00000115828.17_2_D	L00000338415.8	ENSG00000115828.17	chr2	37372681	37374322	+	37372827	37374322	1495	81.205	67.078	62.801	65.289	62.085	17.319	15.707	15.941	19.364	15.82
QRSL1	2	ENSG00000130348.11_1_P	L00000369046.8	ENSG00000130348.11	chr6	106665781	106668417	+	106666002	106668417	2415	0	0	0	7.838	0	85.303	83.468	86.032	81.834	86.113
QRSL1	2	ENSG00000130348.11_2_D	L00000369046.8	ENSG00000130348.11	chr6	106665781	106669417	+	106666002	106669417	3415	100	100	100	92.162	100	14.697	16.532	13.968	18.166	13.887
QTRT2	2	ENSG00000151576.10_1_P	L00000281273.8	ENSG00000151576.10	chr3	114085672	114088422	+	114085904	114088422	2518	86.282	90.976	86.606	77.885	81.582	35.006	26.217	32.555	32.883	29.321
QTRT2	2	ENSG00000151576.10_2_D	L00000281273.8	ENSG00000151576.10	chr3	114085672	114089422	+	114085904	114089422	3518	13.718	9.024	13.394	22.115	18.418	64.994	73.783	67.445	67.117	70.679
R3HCC1	2	ENSG00000104679.12_1_P	L00000265806.12	ENSG00000104679.12	chr8	23295966	23296279	+	23296097	23296279	182	53.238	52.151	49.351	44.673	56.176	93.019	93.432	92.699	92.968	93.114
R3HCC1	2	ENSG00000104679.12_2_D	L00000265806.12	ENSG00000104679.12	chr8	23295966	23297279	+	23296097	23297279	1182	46.762	47.849	50.649	55.327	43.824	6.981	6.568	7.301	7.032	6.886
R3HDML	2	ENSG00000101074.5_1_P	L00000217043.4	ENSG00000101074.5	chr20	44350659	44351238	+	44350792	44351238	446	56.962	54.928	59.39	56.431	54.638	48.487	58.147	60.185	57.237	59.995
R3HDML	2	ENSG00000101074.5_2_D	L00000217043.4	ENSG00000101074.5	chr20	44350659	44352238	+	44350792	44352238	1446	43.038	45.072	40.61	43.569	45.362	51.513	41.853	39.815	42.763	40.005
RAB11A	2	ENSG00000103769.10_1_P	L00000261890.7	ENSG00000103769.10	chr15	65887700	65891989	+	65887840	65891989	4149	40.255	40.097	39.998	40.652	39.137	40.948	42.334	34.677	35.499	38.292
RAB11A	2	ENSG00000103769.10_2_D	L00000261890.7	ENSG00000103769.10	chr15	65887700	65892989	+	65887840	65892989	5149	59.745	59.903	60.002	59.348	60.863	59.052	57.666	65.323	64.501	61.708
RAB11FIP2	2	ENSG00000107560.12_1_D	L00000355624.8	ENSG00000107560.12	chr10	118003915	118009225	-	118003915	118008997	5082	60.822	57.498	58.969	55.892	63.812	53.333	59.688	51.154	57.486	55.506
RAB11FIP2	2	ENSG00000107560.12_2_P	L00000355624.8	ENSG00000107560.12	chr10	118004915	118009225	-	118004915	118008997	4082	39.178	42.502	41.031	44.108	36.188	46.667	40.312	48.846	42.514	44.494
RAB13	2	ENSG00000143545.10_1_D	L00000614713.4	ENSG00000143545.10	chr1	153980616	153982176	-	153980616	153982098	1482	36.166	32.429	33.773	34.937	33.853	34.3	33.137	33.483	33.67	36
RAB13	2	ENSG00000143545.10_2_P	L00000614713.4	ENSG00000143545.10	chr1	153981616	153982176	-	153981616	153982098	482	63.834	67.571	66.227	65.063	66.147	65.7	66.863	66.517	66.33	64
RAB15	2	ENSG00000139998.16_1_D	L00000533601.7	ENSG00000139998.16	chr14	64944815	64948512	-	64944815	64948353	3538	93.941	100	96.162	93.473	100	36.312	34.345	34.361	29.563	38.896
RAB15	2	ENSG00000139998.16_2_P	L00000533601.7	ENSG00000139998.16	chr14	64945815	64948512	-	64945815	64948353	2538	6.059	0	3.838	6.527	0	63.688	65.655	65.639	70.437	61.104
RAB21	2	ENSG00000080371.6_1_P	L00000261263.5	ENSG00000080371.6	chr12	71785530	71800286	+	71785673	71800286	14613	69.386	68.859	67.476	65.121	64.738	22.298	21.65	19.128	18.981	19.812
RAB21	2	ENSG00000080371.6_2_D	L00000261263.5	ENSG00000080371.6	chr12	71785530	71801286	+	71785673	71801286	15613	30.614	31.141	32.524	34.879	35.262	77.702	78.35	80.872	81.019	80.188
RAB23	2	ENSG00000112210.12_1_D	L00000468148.6	ENSG00000112210.12	chr6	57185991	57190600	-	57185991	57190460	4469	29.485	28.875	30.988	31.344	30.782	85.575	83.3	86.578	85.32	79.333
RAB23	2	ENSG00000112210.12_2_P	L00000468148.6	ENSG00000112210.12	chr6	57186991	57190600	-	57186991	57190460	3469	70.515	71.125	69.012	68.656	69.218	14.425	16.7	13.422	14.68	20.667
RAB26	2	ENSG00000167964.13_1_P	L00000210187.11	ENSG00000167964.13	chr16	2153318	2154165	+	2153421	2154165	744	55.533	59.594	58.736	48.067	66.068	56.201	53.278	57.211	59.976	53.321
RAB26	2	ENSG00000167964.13_2_D	L00000210187.11	ENSG00000167964.13	chr16	2153318	2155165	+	2153421	2155165	1744	44.467	40.406	41.264	51.933	33.932	43.799	46.722	42.789	40.024	46.679
RAB2A	2	ENSG00000104388.15_1_P	L00000262646.12	ENSG00000104388.15	chr8	60620673	60623644	+	60620769	60623644	2875	69.784	71.724	70.975	68.625	68.97	14.344	18.906	20.181	18.552	14.829
RAB2A	2	ENSG00000104388.15_2_D	L00000262646.12	ENSG00000104388.15	chr8	60620673	60624644	+	60620769	60624644	3875	30.216	28.276	29.025	31.375	31.03	85.656	81.094	79.819	81.448	85.171
RAB31	2	ENSG00000168461.13_1_P	L00000578921.6	ENSG00000168461.13	chr18	9859227	9862551	+	9859325	9862551	3226	46.953	43.843	44.527	49.463	42.067	49.42	47.659	47.346	45.937	42.189
RAB31	2	ENSG00000168461.13_2_D	L00000578921.6	ENSG00000168461.13	chr18	9859227	9863551	+	9859325	9863551	4226	53.047	56.157	55.473	50.537	57.933	50.58	52.341	52.654	54.063	57.811
RAB32	2	ENSG00000118508.5_1_P	L00000367495.4	ENSG00000118508.5	chr6	146554455	146554953	+	146554605	146554953	348	92.061	94.123	91.967	91.329	91.974	26.413	33.415	24.468	48.177	30.383
RAB32	2	ENSG00000118508.5_2_D	L00000367495.4	ENSG00000118508.5	chr6	146554455	146555953	+	146554605	146555953	1348	7.939	5.877	8.033	8.671	8.026	73.587	66.585	75.532	51.823	69.617
RAB33B	2	ENSG00000172007.7_1_P	L00000305626.6	ENSG00000172007.7	chr4	139472685	139476609	+	139473126	139476609	3483	83.756	85.537	83.73	85.722	82.981	5.974	6.96	11.208	7.001	0
RAB33B	2	ENSG00000172007.7_2_D	L00000305626.6	ENSG00000172007.7	chr4	139472685	139477609	+	139473126	139477609	4483	16.244	14.463	16.27	14.278	17.019	94.026	93.04	88.792	92.999	100
RAB3B	2	ENSG00000169213.7_1_D	L00000371655.4	ENSG00000169213.7	chr1	51906955	51920114	-	51906955	51919926	12971	61.878	58.145	68.409	56.558	53.036	60.912	63.628	59.747	60.645	59.161
RAB3B	2	ENSG00000169213.7_2_P	L00000371655.4	ENSG00000169213.7	chr1	51907955	51920114	-	51907955	51919926	11971	38.122	41.855	31.591	43.442	46.964	39.088	36.372	40.253	39.355	40.839
RAB3GAP2	2	ENSG00000118873.16_1_D	L00000358951.7	ENSG00000118873.16	chr1	220147292	220151406	-	220147292	220151250	3958	79.097	78.861	77.85	74.305	79.121	37.062	38.021	40.908	38.009	40.324
RAB3GAP2	2	ENSG00000118873.16_2_P	L00000358951.7	ENSG00000118873.16	chr1	220148292	220151406	-	220148292	220151250	2958	20.903	21.139	22.15	25.695	20.879	62.938	61.979	59.092	61.991	59.676
RAB3IL1	2	ENSG00000167994.13_1_D	L00000531922.2	ENSG00000167994.13	chr11	61896300	61898360	-	61896300	61898277	1977	74.771	75.929	81.47	64.344	75.519	36.287	30.591	33.005	34.04	33.018
RAB3IL1	2	ENSG00000167994.13_2_P	L00000531922.2	ENSG00000167994.13	chr11	61897300	61898360	-	61897300	61898277	977	25.229	24.071	18.53	35.656	24.481	63.713	69.409	66.995	65.96	66.982
RAB40AL	2	ENSG00000102128.8_1_P	L00000218249.7	ENSG00000102128.8	chrX	102937271	102938300	+	102938155	102938300	145	46.48	55.148	38.92	44.993	53.993	48.198	47.296	47.978	49.548	50.108
RAB40AL	2	ENSG00000102128.8_2_D	L00000218249.7	ENSG00000102128.8	chrX	102937271	102939300	+	102938155	102939300	1145	53.52	44.852	61.08	55.007	46.007	51.802	52.704	52.022	50.452	49.892
RAB6D	2	ENSG00000233087.7_1_D	L00000623617.2	ENSG00000233087.7	chr2	131360110	131364142	-	131360110	131362955	2845	53.197	57.568	54.428	56.12	53.462	58.643	56.225	57.7	60.501	60.402
RAB6D	2	ENSG00000233087.7_2_P	L00000623617.2	ENSG00000233087.7	chr2	131361110	131364142	-	131361110	131362955	1845	46.803	42.432	45.572	43.88	46.538	41.357	43.775	42.3	39.499	39.598
RAB7B	2	ENSG00000276600.5_1_D	L00000617991.4	ENSG00000276600.5	chr1	205975740	205978928	-	205975740	205978850	3110	76.094	73.243	76.457	78.151	71.123	24.248	22.016	22.826	26.068	22.13
RAB7B	2	ENSG00000276600.5_2_P	L00000617991.4	ENSG00000276600.5	chr1	205976740	205978928	-	205976740	205978850	2110	23.906	26.757	23.543	21.849	28.877	75.752	77.984	77.174	73.932	77.87
RAB8B	2	ENSG00000166128.13_1_P	L00000321437.9	ENSG00000166128.13	chr15	63263526	63267776	+	63263619	63267776	4157	76.568	81.543	75.828	76.401	80.804	13.997	13.895	0	18.566	0
RAB8B	2	ENSG00000166128.13_2_D	L00000321437.9	ENSG00000166128.13	chr15	63263526	63268776	+	63263619	63268776	5157	23.432	18.457	24.172	23.599	19.196	86.003	86.105	100	81.434	100
RABEP2	2	ENSG00000177548.13_1_D	L00000358201.9	ENSG00000177548.13	chr16	28903420	28905044	-	28903420	28904942	1522	58.756	61.475	61.982	57.524	65.867	23.795	29.211	24.068	28.934	25.06
RABEP2	2	ENSG00000177548.13_2_P	L00000358201.9	ENSG00000177548.13	chr16	28904420	28905044	-	28904420	28904942	522	41.244	38.525	38.018	42.476	34.133	76.205	70.789	75.932	71.066	74.94
RABIF	2	ENSG00000183155.5_1_D	L00000367262.4	ENSG00000183155.5	chr1	202877281	202881223	-	202877281	202880977	3696	58.089	59.807	60.957	59.566	57.165	62.308	60.522	61.632	62.164	61.597
RABIF	2	ENSG00000183155.5_2_P	L00000367262.4	ENSG00000183155.5	chr1	202878281	202881223	-	202878281	202880977	2696	41.911	40.193	39.043	40.434	42.835	37.692	39.478	38.368	37.836	38.403
RAC1	2	ENSG00000136238.18_1_P	L00000348035.9	ENSG00000136238.18	chr7	6402315	6403967	+	6402446	6403967	1521	76.452	78.681	66.005	77.357	71.99	19.924	28.14	18.254	20.376	28.072
RAC1	2	ENSG00000136238.18_2_D	L00000348035.9	ENSG00000136238.18	chr7	6402315	6404967	+	6402446	6404967	2521	23.548	21.319	33.995	22.643	28.01	80.076	71.86	81.746	79.624	71.928
RAD23B	2	ENSG00000119318.13_1_P	L00000358015.8	ENSG00000119318.13	chr9	107329542	107332189	+	107329656	107332189	2533	46.007	52.299	47.762	51.202	48.49	44.83	48.618	48.09	46.42	47.836
RAD23B	2	ENSG00000119318.13_2_D	L00000358015.8	ENSG00000119318.13	chr9	107329542	107333189	+	107329656	107333189	3533	53.993	47.701	52.238	48.798	51.51	55.17	51.382	51.91	53.58	52.164
RAD51AP2	2	ENSG00000214842.5_1_D	L00000399080.2	ENSG00000214842.5	chr2	17509583	17510955	-	17509583	17510803	1220	29.966	26.184	26.259	26.295	32.597	23.673	26.282	27.334	24.781	25.239
RAD51AP2	2	ENSG00000214842.5_2_P	L00000399080.2	ENSG00000214842.5	chr2	17510583	17510955	-	17510583	17510803	220	70.034	73.816	73.741	73.705	67.403	76.327	73.718	72.666	75.219	74.761
RAD52	2	ENSG00000002016.18_1_D	L00000358495.8	ENSG00000002016.18	chr12	910735	913452	-	910735	913390	2655	74.328	67.589	82.469	79.884	100	39.271	37.479	31.025	46.811	39.804
RAD52	2	ENSG00000002016.18_2_P	L00000358495.8	ENSG00000002016.18	chr12	911735	913452	-	911735	913390	1655	25.672	32.411	17.531	20.116	0	60.729	62.521	68.975	53.189	60.196
RAD54L	2	ENSG00000085999.13_1_P	L00000371975.9	ENSG00000085999.13	chr1	46278071	46278473	+	46278282	46278473	191	71.613	74.474	73.491	75.998	69.479	74.092	73.068	73.793	74.26	72.844
RAD54L	2	ENSG00000085999.13_2_D	L00000371975.9	ENSG00000085999.13	chr1	46278071	46279473	+	46278282	46279473	1191	28.387	25.526	26.509	24.002	30.521	25.908	26.932	26.207	25.74	27.156
RADX	2	ENSG00000147231.14_1_P	L00000372548.9	ENSG00000147231.14	chrX	106678127	106679439	+	106678258	106679439	1181	53.586	49.416	53.4	51.878	52.547	56.567	50.795	54.962	47.841	52.075
RADX	2	ENSG00000147231.14_2_D	L00000372548.9	ENSG00000147231.14	chrX	106678127	106680439	+	106678258	106680439	2181	46.414	50.584	46.6	48.122	47.453	43.433	49.205	45.038	52.159	47.925
RAF1	2	ENSG00000132155.13_1_D	L00000442415.7	ENSG00000132155.13	chr3	12582600	12584657	-	12582600	12584513	1913	18.982	20.862	19.208	19.55	17.645	68.407	71.713	70.748	67.282	69.766
RAF1	2	ENSG00000132155.13_2_P	L00000442415.7	ENSG00000132155.13	chr3	12583600	12584657	-	12583600	12584513	913	81.018	79.138	80.792	80.45	82.355	31.593	28.287	29.252	32.718	30.234
RALA	2	ENSG00000006451.8_1_P	L00000005257.7	ENSG00000006451.8	chr7	39706122	39708120	+	39706245	39708120	1875	47.796	48.799	39.534	57.306	40.501	46.385	50.362	49.059	49.504	47.605
RALA	2	ENSG00000006451.8_2_D	L00000005257.7	ENSG00000006451.8	chr7	39706122	39709120	+	39706245	39709120	2875	52.204	51.201	60.466	42.694	59.499	53.615	49.638	50.941	50.496	52.395
RALB	2	ENSG00000144118.14_1_P	L00000272519.10	ENSG00000144118.14	chr2	120293140	120294710	+	120293260	120294710	1450	52.292	52.56	51.928	51.688	51.531	52.041	56.388	38.964	53.872	53.915
RALB	2	ENSG00000144118.14_2_D	L00000272519.10	ENSG00000144118.14	chr2	120293140	120295710	+	120293260	120295710	2450	47.708	47.44	48.072	48.312	48.469	47.959	43.612	61.036	46.128	46.085
RALGPS2	2	ENSG00000116191.17_1_P	L00000367634.6	ENSG00000116191.17	chr1	178916329	178921841	+	178916359	178921841	5482	35.012	43.287	37.931	34.309	42.258	41.406	41.004	47.209	41.793	38.653
RALGPS2	2	ENSG00000116191.17_2_D	L00000367634.6	ENSG00000116191.17	chr1	178916329	178922841	+	178916359	178922841	6482	64.988	56.713	62.069	65.691	57.742	58.594	58.996	52.791	58.207	61.347
RAMP2	2	ENSG00000131477.11_1_P	L00000589683.5	ENSG00000131477.11	chr17	42762596	42763041	+	42762852	42763041	189	86.467	77.943	87.678	80.191	80.058	50.522	56.358	49.656	49.963	58.233
RAMP2	2	ENSG00000131477.11_2_D	L00000589683.5	ENSG00000131477.11	chr17	42762596	42764041	+	42762852	42764041	1189	13.533	22.057	12.322	19.809	19.942	49.478	43.642	50.344	50.037	41.767
RANBP17	2	ENSG00000204764.14_1_P	L00000523189.6	ENSG00000204764.14	chr5	171298761	171300015	+	171298858	171300015	1157	50.085	51.971	49.96	49.7	49.446	49.388	50.3	48.753	50.901	53.021
RANBP17	2	ENSG00000204764.14_2_D	L00000523189.6	ENSG00000204764.14	chr5	171298761	171301015	+	171298858	171301015	2157	49.915	48.029	50.04	50.3	50.554	50.612	49.7	51.247	49.099	46.979
RANGAP1	2	ENSG00000100401.20_1_D	L00000455915.6	ENSG00000100401.20	chr22	41244614	41246672	-	41244614	41246602	1988	63.878	66.58	59.542	68.171	71.366	14.588	13.425	14.391	15.487	13.037
RANGAP1	2	ENSG00000100401.20_2_P	L00000455915.6	ENSG00000100401.20	chr22	41245614	41246672	-	41245614	41246602	988	36.122	33.42	40.458	31.829	28.634	85.412	86.575	85.609	84.513	86.963
RAP2A	2	ENSG00000125249.7_1_P	L00000245304.5	ENSG00000125249.7	chr13	97464204	97469128	+	97464442	97469128	4686	44.953	44.851	45.421	42.131	47.004	45.693	45.946	46.246	48.153	50.921
RAP2A	2	ENSG00000125249.7_2_D	L00000245304.5	ENSG00000125249.7	chr13	97464204	97470128	+	97464442	97470128	5686	55.047	55.149	54.579	57.869	52.996	54.307	54.054	53.754	51.847	49.079
RAPGEF4	2	ENSG00000091428.18_1_P	L00000397081.8	ENSG00000091428.18	chr2	173051639	173052893	+	173051767	173052893	1126	66.603	68.941	65.86	65.391	69.01	26.334	34.772	30.373	30.391	26.472
RAPGEF4	2	ENSG00000091428.18_2_D	L00000397081.8	ENSG00000091428.18	chr2	173051639	173053893	+	173051767	173053893	2126	33.397	31.059	34.14	34.609	30.99	73.666	65.228	69.627	69.609	73.528
RAPGEFL1	2	ENSG00000108352.13_1_P	L00000620260.6	ENSG00000108352.13	chr17	40193663	40195650	+	40193788	40195650	1862	42.919	42.211	43.709	46.033	48.493	44.676	44.192	46.149	45.358	44.703
